Soy,Tengo,Estoy trabajando en,Argentina,Bolivia,Chile,Colombia,Cuba,Costa Rica,Ecuador,El Salvador,Guatemala,Honduras,México,Nicaragua,Panamá,Paraguay,Perú,Puerto Rico,República Dominicana,Uruguay,Venezuela,Años de experiencia,Años en el puesto actual,Trabajo de,Tecnologías que utilizás,Tecnologías que utilizás,Automation o funcional?,Tecnologías que utilizás,Tecnologías que utilizás,Tenés guardias?,Cuánto cobrás por guardia (en tu moneda local),"Porcentaje, bruto o neto?",Tipo de contrato,Salario mensual (en tu moneda local),Bruto o neto?,Qué tan conforme estás con tu sueldo?,Cómo creés que está tu sueldo con respecto a Enero 2016,Recibís algún tipo de bono,A qué está atado el bono,Tuviste ajustes por inflación este año?,De qué % fue el ajuste?,Cantidad de empleados,Cambiaste de empresa en los últimos 6 meses?,Cuál fue el principal motivo de cambio?,Beneficios extra
Hombre,24 - 26,Cuba,,,,,Provincia de Ciudad de La Habana,,,,,,,,,,,,,,,1 - 2,1 - 2,SysAdmin / DevOps,Linux;Windows;AWS / Rackspace;OpenStack;VMWare,,,,,No,0,Bruto,Full-Time,350,Bruto,1,1,No,No recibo bono,No,0,101-200,No,No cambié de empresa,Ninguna de las anteriores
